Source,Target,Type,Id,Label,timeset,Weight
2095,2460,Undirected,4907,,,1
1589,2480,Undirected,5018,,,1
2095,2480,Undirected,5025,,,1
1589,199,Undirected,5117,,,1
2095,199,Undirected,5118,,,1
2125,256,Undirected,5139,,,1
171,1446,Undirected,5264,,,1
1210,1446,Undirected,5271,,,1
1210,1452,Undirected,5320,,,1
1400,2980,Undirected,5350,,,1
1210,2581,Undirected,5448,,,1
171,2860,Undirected,5460,,,1
1934,1609,Undirected,5474,,,1
1851,588,Undirected,5524,,,1
671,2341,Undirected,5615,,,1
1680,2341,Undirected,5619,,,1
1654,2341,Undirected,5620,,,1
409,2341,Undirected,5621,,,1
2555,2341,Undirected,5627,,,1
2985,2341,Undirected,5628,,,1
1589,1212,Undirected,5759,,,1
171,307,Undirected,6063,,,1
171,2677,Undirected,6191,,,1
1210,2677,Undirected,6225,,,1
741,984,Undirected,6253,,,1
1851,1297,Undirected,6275,,,1
1934,361,Undirected,6346,,,1
1851,2944,Undirected,6388,,,1
1589,2944,Undirected,6396,,,1
1210,485,Undirected,6443,,,1
575,698,Undirected,6515,,,1
673,483,Undirected,6593,,,1
1400,811,Undirected,6606,,,1
2833,956,Undirected,6796,,,1
2095,1317,Undirected,6870,,,1
1589,1317,Undirected,6889,,,1
1589,2260,Undirected,7108,,,1
1851,2260,Undirected,7123,,,1
1851,688,Undirected,7167,,,1
1589,688,Undirected,7207,,,1
1400,2455,Undirected,7244,,,1
673,341,Undirected,7291,,,1
1851,2066,Undirected,7318,,,1
1589,2066,Undirected,7324,,,1
171,1246,Undirected,7389,,,1
2095,177,Undirected,7425,,,1
1589,177,Undirected,7442,,,1
3071,2451,Undirected,7513,,,1
1210,2656,Undirected,7586,,,1
1699,2115,Undirected,7682,,,1
1934,1461,Undirected,7712,,,1
575,992,Undirected,7772,,,1
1210,63,Undirected,7793,,,1
1589,1284,Undirected,8116,,,1
2095,1455,Undirected,8255,,,1
3071,2663,Undirected,8440,,,1
1210,1468,Undirected,8484,,,1
1400,1329,Undirected,8536,,,1
1934,2026,Undirected,8559,,,1
1589,1628,Undirected,8631,,,1
1851,1639,Undirected,8729,,,1
3071,1639,Undirected,8753,,,1
171,1639,Undirected,8765,,,1
1210,1203,Undirected,8780,,,1
2095,1353,Undirected,8838,,,1
575,2311,Undirected,8884,,,1
575,1517,Undirected,8887,,,1
171,3063,Undirected,9048,,,1
3071,1251,Undirected,9055,,,1
171,1214,Undirected,9139,,,1
1589,1214,Undirected,9157,,,1
1210,1214,Undirected,9194,,,1
2095,1214,Undirected,9220,,,1
2095,1269,Undirected,9363,,,1
1589,1269,Undirected,9393,,,1
677,2824,Undirected,9427,,,1
1210,2824,Undirected,9432,,,1
1589,1559,Undirected,9502,,,1
1851,1559,Undirected,9538,,,1
2095,1559,Undirected,9585,,,1
1851,1715,Undirected,9600,,,1
673,1295,Undirected,9656,,,1
673,838,Undirected,9745,,,1
2095,838,Undirected,9756,,,1
1589,838,Undirected,9775,,,1
673,2738,Undirected,9813,,,1
2095,2738,Undirected,9839,,,1
1589,2738,Undirected,9840,,,1
171,246,Undirected,9930,,,1
575,2285,Undirected,10013,,,1
575,607,Undirected,10031,,,1
1210,1894,Undirected,10080,,,1
673,2883,Undirected,10117,,,1
575,1352,Undirected,10144,,,1
1851,1505,Undirected,10172,,,1
1589,2687,Undirected,10210,,,1
673,2687,Undirected,10217,,,1
1589,489,Undirected,10251,,,1
1210,489,Undirected,10254,,,1
1851,1418,Undirected,10352,,,1
1934,2682,Undirected,10451,,,1
1851,1805,Undirected,10539,,,1
171,1457,Undirected,10573,,,1
2095,1182,Undirected,10707,,,1
1589,1182,Undirected,10710,,,1
1589,2022,Undirected,10820,,,1
1934,1804,Undirected,10913,,,1
1851,2811,Undirected,10925,,,1
2095,2811,Undirected,10929,,,1
1589,2811,Undirected,10942,,,1
2095,2528,Undirected,11155,,,1
1589,2528,Undirected,11175,,,1
673,2528,Undirected,11186,,,1
171,298,Undirected,11216,,,1
1589,298,Undirected,11219,,,1
575,366,Undirected,11232,,,1
171,844,Undirected,11477,,,1
575,1289,Undirected,11666,,,1
575,1575,Undirected,11707,,,1
575,1028,Undirected,11858,,,1
1851,1163,Undirected,11942,,,1
3065,913,Undirected,11965,,,1
2095,3044,Undirected,12010,,,1
1589,3044,Undirected,12012,,,1
1851,2456,Undirected,12168,,,1
1589,2456,Undirected,12174,,,1
1589,1206,Undirected,12281,,,1
1851,1206,Undirected,12286,,,1
1589,43,Undirected,12326,,,1
1589,1762,Undirected,12408,,,1
1851,1231,Undirected,12458,,,1
1589,1871,Undirected,12491,,,1
1851,1871,Undirected,12524,,,1
2095,1871,Undirected,12526,,,1
575,555,Undirected,12551,,,1
1589,495,Undirected,12586,,,1
673,893,Undirected,12606,,,1
171,2236,Undirected,12735,,,1
1589,2818,Undirected,12777,,,1
1934,545,Undirected,12852,,,1
1589,2988,Undirected,12865,,,1
1851,2988,Undirected,12872,,,1
1589,2171,Undirected,12909,,,1
171,2671,Undirected,12948,,,1
1851,787,Undirected,13057,,,1
1400,669,Undirected,13218,,,1
677,1006,Undirected,13252,,,1
1210,253,Undirected,13378,,,1
575,1089,Undirected,13494,,,1
1589,2680,Undirected,13514,,,1
1589,997,Undirected,13611,,,1
1934,870,Undirected,13746,,,1
575,1371,Undirected,13815,,,1
1589,1371,Undirected,13821,,,1
1851,1969,Undirected,13863,,,1
1934,1824,Undirected,13936,,,1
1108,2399,Undirected,14024,,,1
1589,7,Undirected,14136,,,1
1589,1849,Undirected,14155,,,1
1851,1849,Undirected,14163,,,1
1851,227,Undirected,14232,,,1
1589,227,Undirected,14238,,,1
1851,1416,Undirected,14306,,,1
2095,2681,Undirected,14465,,,1
575,854,Undirected,14676,,,1
1934,854,Undirected,14683,,,1
2095,477,Undirected,14837,,,1
1589,477,Undirected,14845,,,1
1851,477,Undirected,14865,,,1
1589,878,Undirected,14929,,,1
962,1619,Undirected,14931,,,1
673,163,Undirected,15013,,,1
2095,163,Undirected,15044,,,1
1589,163,Undirected,15065,,,1
1210,1790,Undirected,15094,,,1
1589,1799,Undirected,15204,,,1
1589,1216,Undirected,15305,,,1
1851,1216,Undirected,15310,,,1
1851,1971,Undirected,15466,,,1
1589,1971,Undirected,15499,,,1
2095,970,Undirected,15834,,,1
1589,970,Undirected,15837,,,1
1589,1864,Undirected,15896,,,1
1210,1720,Undirected,15980,,,1
1589,1581,Undirected,16128,,,1
1589,1144,Undirected,16172,,,1
1851,1144,Undirected,16198,,,1
1851,961,Undirected,16256,,,1
1851,1599,Undirected,16303,,,1
1589,1599,Undirected,16306,,,1
3071,2672,Undirected,16353,,,1
1851,1460,Undirected,16369,,,1
1589,504,Undirected,16425,,,1
1851,504,Undirected,16439,,,1
2095,504,Undirected,16471,,,1
2095,2728,Undirected,16577,,,1
1589,692,Undirected,16679,,,1
2095,692,Undirected,16688,,,1
2095,325,Undirected,16702,,,1
1589,325,Undirected,16705,,,1
575,706,Undirected,16874,,,1
1210,532,Undirected,17038,,,1
1589,1915,Undirected,17114,,,1
1934,2792,Undirected,17147,,,1
677,686,Undirected,17173,,,1
2095,925,Undirected,17259,,,1
1589,925,Undirected,17279,,,1
962,2282,Undirected,17349,,,1
1589,1850,Undirected,17405,,,1
3071,898,Undirected,17462,,,1
1589,852,Undirected,17474,,,1
1851,852,Undirected,17508,,,1
1400,1412,Undirected,17567,,,1
575,1412,Undirected,17569,,,1
1589,1274,Undirected,17607,,,1
1851,1274,Undirected,17610,,,1
575,1430,Undirected,17813,,,1
2095,1187,Undirected,17834,,,1
1108,2567,Undirected,17878,,,1
1589,3031,Undirected,17922,,,1
2095,3031,Undirected,17925,,,1
1851,3031,Undirected,17935,,,1
2125,1735,Undirected,17960,,,1
575,2196,Undirected,18038,,,1
1210,684,Undirected,18199,,,1
3071,539,Undirected,18255,,,1
171,539,Undirected,18272,,,1
171,340,Undirected,18311,,,1
171,1792,Undirected,18413,,,1
2095,568,Undirected,18597,,,1
1589,568,Undirected,18644,,,1
3071,568,Undirected,18650,,,1
673,1383,Undirected,18829,,,1
1589,1841,Undirected,18943,,,1
575,1842,Undirected,18973,,,1
1589,516,Undirected,19065,,,1
1589,470,Undirected,19118,,,1
1851,470,Undirected,19181,,,1
2095,470,Undirected,19184,,,1
1400,3010,Undirected,19203,,,1
2095,2634,Undirected,19232,,,1
1589,2634,Undirected,19267,,,1
171,671,Undirected,19288,,,1
1851,671,Undirected,19293,,,1
2381,2484,Undirected,19395,,,1
673,644,Undirected,19536,,,1
3071,2843,Undirected,19578,,,1
1851,1742,Undirected,19639,,,1
1851,1743,Undirected,19658,,,1
1589,1743,Undirected,19674,,,1
2095,266,Undirected,19693,,,1
1589,266,Undirected,19714,,,1
1851,1306,Undirected,19739,,,1
1851,1857,Undirected,19788,,,1
3071,1857,Undirected,19793,,,1
1589,1102,Undirected,19803,,,1
1210,1102,Undirected,19834,,,1
1210,1604,Undirected,19853,,,1
1934,1005,Undirected,19870,,,1
3071,2720,Undirected,19878,,,1
1589,2499,Undirected,19950,,,1
1934,1936,Undirected,20065,,,1
171,1982,Undirected,20098,,,1
1851,1982,Undirected,20110,,,1
1851,2771,Undirected,20215,,,1
1589,1504,Undirected,20373,,,1
3071,2783,Undirected,20408,,,1
1934,2785,Undirected,20459,,,1
2071,2128,Undirected,20505,,,1
2103,2128,Undirected,20510,,,1
2966,2128,Undirected,20511,,,1
1610,2128,Undirected,20512,,,1
171,1237,Undirected,20665,,,1
3071,1687,Undirected,20801,,,1
1400,1266,Undirected,20925,,,1
1934,2058,Undirected,20986,,,1
3065,764,Undirected,21016,,,1
1851,768,Undirected,21043,,,1
3071,768,Undirected,21044,,,1
1210,552,Undirected,21119,,,1
1589,1129,Undirected,21159,,,1
1851,1879,Undirected,21179,,,1
1589,1879,Undirected,21189,,,1
1210,2844,Undirected,21299,,,1
3071,2844,Undirected,21308,,,1
171,21,Undirected,21372,,,1
1589,1612,Undirected,21506,,,1
2095,1612,Undirected,21519,,,1
1934,1615,Undirected,21547,,,1
1851,1476,Undirected,21638,,,1
1589,1476,Undirected,21709,,,1
673,2474,Undirected,21826,,,1
1589,2474,Undirected,21835,,,1
1934,1636,Undirected,21923,,,1
1589,1975,Undirected,21999,,,1
2095,1975,Undirected,22008,,,1
171,1042,Undirected,22047,,,1
1210,610,Undirected,22080,,,1
1934,1351,Undirected,22098,,,1
1589,2540,Undirected,22166,,,1
2095,1507,Undirected,22194,,,1
1589,1507,Undirected,22217,,,1
673,720,Undirected,22401,,,1
171,191,Undirected,22413,,,1
2095,723,Undirected,22483,,,1
1589,723,Undirected,22493,,,1
1210,1830,Undirected,22653,,,1
1589,2517,Undirected,22785,,,1
171,1967,Undirected,22851,,,1
1589,487,Undirected,22868,,,1
2095,487,Undirected,22893,,,1
1851,1588,Undirected,23097,,,1
1851,1999,Undirected,23141,,,1
1589,1999,Undirected,23163,,,1
1589,2142,Undirected,23387,,,1
171,1626,Undirected,23524,,,1
1210,1340,Undirected,23575,,,1
171,2696,Undirected,23859,,,1
1027,1773,Undirected,23861,,,1
1678,1773,Undirected,23862,,,1
173,1773,Undirected,23866,,,1
1671,1773,Undirected,23869,,,1
171,2004,Undirected,23879,,,1
2381,2549,Undirected,23950,,,1
1400,1855,Undirected,24084,,,1
1934,814,Undirected,24102,,,1
1589,1913,Undirected,24205,,,1
171,2966,Undirected,24264,,,1
171,118,Undirected,24328,,,1
171,1734,Undirected,24368,,,1
1400,2993,Undirected,24387,,,1
1589,1490,Undirected,24696,,,1
3001,1638,Undirected,24754,,,1
1924,1638,Undirected,24760,,,1
586,1638,Undirected,24762,,,1
1934,1801,Undirected,24824,,,1
851,109,Undirected,24927,,,1
1830,109,Undirected,24928,,,1
1259,109,Undirected,24929,,,1
531,109,Undirected,24930,,,1
2789,109,Undirected,24931,,,1
856,109,Undirected,24932,,,1
834,109,Undirected,24933,,,1
1210,1996,Undirected,25156,,,1
3071,1553,Undirected,25219,,,1
1589,638,Undirected,25278,,,1
2095,1981,Undirected,25346,,,1
1934,1981,Undirected,25362,,,1
1589,1732,Undirected,25427,,,1
1851,1732,Undirected,25439,,,1
1589,1923,Undirected,25583,,,1
3071,1923,Undirected,25594,,,1
1851,689,Undirected,25682,,,1
1589,689,Undirected,25708,,,1
1851,1935,Undirected,25716,,,1
1893,1935,Undirected,25717,,,1
2471,1935,Undirected,25718,,,1
1476,1935,Undirected,25719,,,1
2184,1935,Undirected,25720,,,1
2875,1935,Undirected,25722,,,1
1915,1935,Undirected,25723,,,1
968,1935,Undirected,25724,,,1
1672,1935,Undirected,25725,,,1
655,1935,Undirected,25726,,,1
103,1935,Undirected,25727,,,1
2086,1935,Undirected,25728,,,1
671,1935,Undirected,25730,,,1
2844,1935,Undirected,25731,,,1
1589,1935,Undirected,25732,,,1
658,1935,Undirected,25733,,,1
1720,1935,Undirected,25736,,,1
489,1935,Undirected,25737,,,1
502,1935,Undirected,25738,,,1
2598,1935,Undirected,25739,,,1
2824,1935,Undirected,25740,,,1
1775,1935,Undirected,25741,,,1
1452,1935,Undirected,25742,,,1
1234,1935,Undirected,25743,,,1
1290,1935,Undirected,25744,,,1
1961,1935,Undirected,25745,,,1
464,1935,Undirected,25747,,,1
2581,1935,Undirected,25748,,,1
160,1935,Undirected,25750,,,1
1195,1935,Undirected,25751,,,1
1767,1935,Undirected,25752,,,1
2677,1935,Undirected,25753,,,1
1347,1935,Undirected,25754,,,1
3028,1935,Undirected,25755,,,1
1295,1935,Undirected,25757,,,1
1924,1935,Undirected,25758,,,1
203,1935,Undirected,25759,,,1
1212,1935,Undirected,25761,,,1
1934,825,Undirected,25810,,,1
2125,45,Undirected,25814,,,1
673,760,Undirected,25884,,,1
1589,760,Undirected,25905,,,1
2095,2003,Undirected,25957,,,1
1851,1533,Undirected,26044,,,1
1589,1533,Undirected,26064,,,1
1589,1843,Undirected,26110,,,1
1210,1843,Undirected,26198,,,1
1400,1283,Undirected,26336,,,1
171,2598,Undirected,26420,,,1
3071,2598,Undirected,26432,,,1
673,1736,Undirected,26437,,,1
2095,1736,Undirected,26457,,,1
1589,1736,Undirected,26462,,,1
2095,708,Undirected,26541,,,1
1589,708,Undirected,26548,,,1
1210,2094,Undirected,26617,,,1
1589,2094,Undirected,26618,,,1
3071,2743,Undirected,26642,,,1
1589,1802,Undirected,26829,,,1
2095,1802,Undirected,26846,,,1
1851,672,Undirected,26924,,,1
1589,3081,Undirected,27065,,,1
673,3081,Undirected,27091,,,1
1589,2019,Undirected,27102,,,1
1210,3028,Undirected,27196,,,1
1210,2420,Undirected,27336,,,1
1589,2016,Undirected,27457,,,1
1589,2025,Undirected,27519,,,1
673,2025,Undirected,27541,,,1
1400,2226,Undirected,27559,,,1
575,1167,Undirected,27696,,,1
575,1916,Undirected,27747,,,1
1589,2083,Undirected,27962,,,1
2095,2083,Undirected,27996,,,1
2095,1859,Undirected,28050,,,1
1589,1859,Undirected,28068,,,1
171,3015,Undirected,28109,,,1
1210,1031,Undirected,28166,,,1
2095,1681,Undirected,28206,,,1
1851,1681,Undirected,28217,,,1
1589,1681,Undirected,28219,,,1
962,1431,Undirected,28332,,,1
1589,2006,Undirected,28362,,,1
1934,3006,Undirected,28382,,,1
