Source,Target,Type,Id,Label,timeset,Weight
601,1818,Undirected,11444,,,1
601,1038,Undirected,10293,,,1
1511,606,Undirected,8439,,,1
1470,625,Undirected,10162,,,1
635,1727,Undirected,10535,,,1
635,1005,Undirected,3441,,,1
835,639,Undirected,4935,,,1
647,668,Undirected,4294,,,1
655,668,Undirected,4297,,,1
1470,658,Undirected,2346,,,1
851,660,Undirected,2028,,,1
661,668,Undirected,4293,,,1
1511,662,Undirected,212,,,1
667,1727,Undirected,10531,,,1
1083,668,Undirected,4324,,,1
1466,668,Undirected,4323,,,1
1327,668,Undirected,4322,,,1
878,668,Undirected,4321,,,1
1471,668,Undirected,4320,,,1
953,668,Undirected,4319,,,1
716,668,Undirected,4318,,,1
846,668,Undirected,4316,,,1
1724,668,Undirected,4315,,,1
1046,668,Undirected,4314,,,1
1755,668,Undirected,4313,,,1
1493,668,Undirected,4312,,,1
1790,668,Undirected,4311,,,1
1625,668,Undirected,4309,,,1
1307,668,Undirected,4307,,,1
1152,668,Undirected,4306,,,1
1426,668,Undirected,4305,,,1
1110,668,Undirected,4301,,,1
1619,668,Undirected,4300,,,1
673,668,Undirected,4299,,,1
1571,668,Undirected,4298,,,1
1431,668,Undirected,4296,,,1
674,1049,Undirected,9102,,,1
912,674,Undirected,2771,,,1
851,674,Undirected,2740,,,1
1470,679,Undirected,3898,,,1
1103,683,Undirected,7206,,,1
1588,686,Undirected,1153,,,1
697,1049,Undirected,9094,,,1
704,1049,Undirected,9086,,,1
1470,708,Undirected,6511,,,1
710,759,Undirected,7642,,,1
1103,721,Undirected,4384,,,1
724,1276,Undirected,2184,,,1
1470,724,Undirected,10874,,,1
912,727,Undirected,9677,,,1
748,1506,Undirected,2830,,,1
758,1825,Undirected,3143,,,1
890,759,Undirected,7640,,,1
1005,759,Undirected,7639,,,1
1244,759,Undirected,7637,,,1
948,759,Undirected,7635,,,1
1002,759,Undirected,7633,,,1
1011,759,Undirected,7632,,,1
1488,759,Undirected,7630,,,1
1260,759,Undirected,7629,,,1
910,759,Undirected,7627,,,1
857,759,Undirected,7626,,,1
1036,759,Undirected,7625,,,1
861,759,Undirected,7624,,,1
1187,759,Undirected,7623,,,1
851,762,Undirected,7645,,,1
766,1182,Undirected,1324,,,1
912,779,Undirected,7370,,,1
782,1766,Undirected,2690,,,1
784,1182,Undirected,1325,,,1
1103,791,Undirected,820,,,1
912,792,Undirected,8415,,,1
851,798,Undirected,7617,,,1
809,875,Undirected,4362,,,1
817,1005,Undirected,3433,,,1
851,819,Undirected,5716,,,1
820,1049,Undirected,9070,,,1
821,1049,Undirected,9089,,,1
827,1049,Undirected,9091,,,1
835,968,Undirected,11000,,,1
835,1093,Undirected,1983,,,1
835,1292,Undirected,1174,,,1
844,1049,Undirected,9088,,,1
846,1276,Undirected,2178,,,1
1470,846,Undirected,2106,,,1
1470,848,Undirected,8100,,,1
851,1165,Undirected,11407,,,1
851,1354,Undirected,11062,,,1
851,963,Undirected,10137,,,1
851,1725,Undirected,10009,,,1
851,1087,Undirected,6361,,,1
851,1211,Undirected,6316,,,1
851,939,Undirected,5237,,,1
851,924,Undirected,2295,,,1
851,1519,Undirected,1991,,,1
851,1099,Undirected,1818,,,1
851,918,Undirected,1311,,,1
983,854,Undirected,1537,,,1
1470,857,Undirected,1910,,,1
859,1182,Undirected,1329,,,1
1470,868,Undirected,2614,,,1
1103,870,Undirected,4673,,,1
983,872,Undirected,771,,,1
879,1182,Undirected,1335,,,1
983,882,Undirected,2199,,,1
901,1049,Undirected,9087,,,1
1470,905,Undirected,3476,,,1
912,1121,Undirected,11482,,,1
912,1187,Undirected,8737,,,1
912,1343,Undirected,8351,,,1
912,1115,Undirected,7493,,,1
912,1605,Undirected,6843,,,1
912,1680,Undirected,5362,,,1
912,1198,Undirected,4813,,,1
914,1049,Undirected,9069,,,1
1470,921,Undirected,783,,,1
1470,925,Undirected,5785,,,1
926,1182,Undirected,1333,,,1
940,1049,Undirected,9079,,,1
958,1727,Undirected,10534,,,1
975,1049,Undirected,9078,,,1
975,1005,Undirected,3458,,,1
1470,975,Undirected,7300,,,1
1103,976,Undirected,6598,,,1
1470,980,Undirected,4211,,,1
982,1727,Undirected,10543,,,1
983,1019,Undirected,10071,,,1
983,1107,Undirected,8839,,,1
983,1072,Undirected,780,,,1
987,1460,Undirected,3067,,,1
987,1017,Undirected,2679,,,1
1002,1049,Undirected,9077,,,1
1470,1005,Undirected,3447,,,1
1103,1011,Undirected,5345,,,1
1015,1049,Undirected,9072,,,1
1782,1024,Undirected,5046,,,1
1470,1030,Undirected,5987,,,1
1037,1049,Undirected,9080,,,1
1040,1049,Undirected,9084,,,1
1470,1041,Undirected,4237,,,1
1511,1046,Undirected,1223,,,1
1102,1049,Undirected,9103,,,1
1361,1049,Undirected,9099,,,1
1093,1049,Undirected,9096,,,1
1298,1049,Undirected,9093,,,1
1144,1049,Undirected,9090,,,1
1324,1049,Undirected,9083,,,1
1170,1049,Undirected,9075,,,1
1089,1049,Undirected,9074,,,1
1118,1049,Undirected,9073,,,1
1052,1276,Undirected,2181,,,1
1470,1052,Undirected,6939,,,1
1470,1065,Undirected,11331,,,1
1470,1068,Undirected,2633,,,1
1103,1146,Undirected,9274,,,1
1103,1747,Undirected,385,,,1
1470,1112,Undirected,9364,,,1
1470,1131,Undirected,6033,,,1
1470,1152,Undirected,9000,,,1
1470,1168,Undirected,10189,,,1
1180,1727,Undirected,10550,,,1
1746,1182,Undirected,1336,,,1
1462,1182,Undirected,1334,,,1
1364,1182,Undirected,1328,,,1
1226,1182,Undirected,1323,,,1
1194,1182,Undirected,1320,,,1
1406,1276,Undirected,2194,,,1
1292,1727,Undirected,10544,,,1
1390,1727,Undirected,10532,,,1
1470,1431,Undirected,7268,,,1
1511,1442,Undirected,7471,,,1
1446,1727,Undirected,10541,,,1
1450,1494,Undirected,5296,,,1
1612,1460,Undirected,3081,,,1
1766,1460,Undirected,3080,,,1
1642,1460,Undirected,3073,,,1
1470,1712,Undirected,9829,,,1
1470,1625,Undirected,9034,,,1
1470,1674,Undirected,7099,,,1
1470,1581,Undirected,7017,,,1
1470,1500,Undirected,2556,,,1
1511,1488,Undirected,8298,,,1
1495,1727,Undirected,10546,,,1
1511,1565,Undirected,9734,,,1
1511,1776,Undirected,7881,,,1
1511,1535,Undirected,5803,,,1
1511,1550,Undirected,4262,,,1
1511,1534,Undirected,2323,,,1
1551,1727,Undirected,10545,,,1
1554,1727,Undirected,10538,,,1
1685,1727,Undirected,10529,,,1
1726,1727,Undirected,10540,,,1
1812,1727,Undirected,10533,,,1
1766,1825,Undirected,3144,,,1
